,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
188,minimum-cost-to-split-an-array,"
from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    n = nums.length
    dp = [float('inf')] * (n + 1)
    dp[0] = 0
    
    for i in range(1, n + 1):
        count = defaultdict(int)
        trimmed_length = 0
        for j in range(i, 0, -1):
            count[nums[j - 1]] += 1
            if count[nums[j - 1]] == 2:
                trimmed_length += 2
            elif count[nums[j - 1]] > 2:
                trimmed_length += 1
            dp[i] = min(dp[i], dp[j - 1] + k + trimmed_length)
    
    return dp[n]
",17,False,0,59,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8 # ERROR: This unit test fails because the function generated: 'list' object has no attribute 'length'.
assert minCost([1,2,1,2,1], 2) == 6 # ERROR: This unit test fails because the function generated: 'list' object has no attribute 'length'.
assert minCost([1,2,1,2,1], 5) == 10 # ERROR: This unit test fails because the function generated: 'list' object has no attribute 'length'.","(False, False, False)",0
189,minimum-cost-to-split-an-array,"from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    n = len(nums)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0
    
    for i in range(1, n + 1):
        count = defaultdict(int)
        trimmed_length = 0
        for j in range(i, 0, -1):
            count[nums[j - 1]] += 1
            if count[nums[j - 1]] == 2:
                trimmed_length += 2
            elif count[nums[j - 1]] > 2:
                trimmed_length += 1
            dp[i] = min(dp[i], dp[j - 1] + k + trimmed_length)
    
    return dp[n]",17,True,59,59,3286 ms,"**Tests that the code passed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8
assert minCost([1,2,1,2,1], 2) == 6
assert minCost([1,2,1,2,1], 5) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
190,difference-between-maximum-and-minimum-price-sum,"
from typing import List

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    from collections import defaultdict, deque
    
    # Build the adjacency list for the tree
    tree = defaultdict(list)
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
    
    # Function to perform DFS and calculate the maximum and minimum path sums
    def dfs(node, parent):
        max_sum = price[node]
        min_sum = price[node]
        for neighbor in tree[node]:
            if neighbor == parent:
                continue
            child_max, child_min = dfs(neighbor, node)
            max_sum = max(max_sum, price[node] + child_max)
            min_sum = min(min_sum, price[node] + child_min)
        return max_sum, min_sum
    
    max_cost = 0
    # Try rooting the tree at each node and calculate the cost
    for root in range(n):
        max_sum, min_sum = dfs(root, -1)
        max_cost = max(max_cost, max_sum - min_sum)
    
    return max_cost
",17,False,37,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",0
191,difference-between-maximum-and-minimum-price-sum,"from typing import List
from collections import defaultdict, deque

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    # Build the adjacency list for the tree
    tree = defaultdict(list)
    for a, b in edges:
        tree[a].append(b)
        tree[b].append(a)
    
    # Function to perform DFS and calculate the maximum and minimum path sums
    def dfs(node, parent):
        max_sum = price[node]
        min_sum = price[node]
        for neighbor in tree[node]:
            if neighbor == parent:
                continue
            child_max, child_min = dfs(neighbor, node)
            max_sum = max(max_sum, price[node] + child_max)
            min_sum = min(min_sum, price[node] + child_min)
        return max_sum, min_sum
    
    # Function to perform a single DFS traversal and gather necessary information
    def gather_info(node, parent):
        max_path_sum[node] = price[node]
        min_path_sum[node] = price[node]
        for neighbor in tree[node]:
            if neighbor == parent:
                continue
            gather_info(neighbor, node)
            max_path_sum[node] = max(max_path_sum[node], price[node] + max_path_sum[neighbor])
            min_path_sum[node] = min(min_path_sum[node], price[node] + min_path_sum[neighbor])
    
    # Initialize arrays to store the maximum and minimum path sums for each subtree
    max_path_sum = [0] * n
    min_path_sum = [0] * n
    
    # Perform a single DFS traversal to gather information
    gather_info(0, -1)
    
    # Calculate the maximum possible cost
    max_cost = 0
    for root in range(n):
        max_cost = max(max_cost, max_path_sum[root] - min_path_sum[root])
    
    return max_cost",17,False,12,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",1
192,maximize-the-minimum-powered-city,"
from typing import List

def maxPower(stations: List[int], r: int, k: int) -> int:
    def canAchieve(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        
        for i in range(len(stations)):
            if i > r:
                current_power -= additional_stations[i - r - 1]
            
            current_power += stations[i] + additional_stations[i]
            
            if current_power < min_power:
                needed = min_power - current_power
                if total_additional + needed > k:
                    return False
                additional_stations[i] += needed
                current_power += needed
                total_additional += needed
        
        return True
    
    left, right = 0, sum(stations) + k
    while left < right:
        mid = (left + right + 1) // 2
        if canAchieve(mid):
            left = mid
        else:
            right = mid - 1
    
    return left
",17,False,2,30,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert maxPower([1,2,4,5,0], 1, 2) == 5 # ERROR: This unit test fails. Output was 3, but expected value was: 5
assert maxPower([4,4,4,4], 0, 3) == 4 # ERROR: This unit test fails. Output was 7, but expected value was: 4","(False, False)",0
193,maximize-the-minimum-powered-city,"from typing import List

def maxPower(stations: List[int], r: int, k: int) -> int:
    def canAchieve(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        window_sum = sum(stations[:r+1])
        
        for i in range(len(stations)):
            if i > r:
                window_sum -= stations[i - r - 1] + additional_stations[i - r - 1]
            if i + r < len(stations):
                window_sum += stations[i + r] + additional_stations[i + r]
            
            if window_sum < min_power:
                needed = min_power - window_sum
                if total_additional + needed > k:
                    return False
                if i + r < len(stations):
                    additional_stations[i + r] += needed
                    window_sum += needed
                total_additional += needed
        
        return True
    
    left, right = 0, sum(stations) + k
    while left < right:
        mid = (left + right + 1) // 2
        if canAchieve(mid):
            left = mid
        else:
            right = mid - 1
    
    return left",17,False,4,30,,,,1
194,count-anagrams,"
from math import factorial
from collections import Counter

MOD = 10**9 + 7

def countAnagrams(s: str) -> int:
    def count_permutations(word):
        count = Counter(word)
        total_permutations = factorial(len(word))
        for freq in count.values():
            total_permutations //= factorial(freq)
        return total_permutations
    
    words = s.split()
    result = 1
    for word in words:
        result = (result * count_permutations(word)) % MOD
    
    return result
",17,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
195,count-anagrams,"from math import factorial
from collections import Counter

MOD = 10**9 + 7

# Precompute factorials and modular inverses up to the maximum possible length of a word
MAX_LENGTH = 100000
factorials = [1] * (MAX_LENGTH + 1)
inv_factorials = [1] * (MAX_LENGTH + 1)

for i in range(2, MAX_LENGTH + 1):
    factorials[i] = factorials[i - 1] * i % MOD

inv_factorials[MAX_LENGTH] = pow(factorials[MAX_LENGTH], MOD - 2, MOD)
for i in range(MAX_LENGTH - 1, 0, -1):
    inv_factorials[i] = inv_factorials[i + 1] * (i + 1) % MOD

def countAnagrams(s: str) -> int:
    def count_permutations(word):
        count = Counter(word)
        total_permutations = factorials[len(word)]
        for freq in count.values():
            total_permutations = total_permutations * inv_factorials[freq] % MOD
        return total_permutations
    
    words = s.split()
    result = 1
    for word in words:
        result = (result * count_permutations(word)) % MOD
    
    return result",17,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
196,number-of-great-partitions,"
from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    MOD = 10**9 + 7
    total_sum = sum(nums)
    
    if total_sum < 2 * k:
        return 0
    
    dp = [0] * (total_sum + 1)
    dp[0] = 1
    
    for num in nums:
        for j in range(total_sum, num - 1, -1):
            dp[j] = (dp[j] + dp[j - num]) % MOD
    
    result = 0
    for i in range(k, total_sum - k + 1):
        result = (result + dp[i]) % MOD
    
    return result
",17,False,32,45,,"**Tests that the code passed:**

assert countPartitions([1,2,3,4], 4) == 6
assert countPartitions([3,3,3], 4) == 0
assert countPartitions([6,6], 2) == 2

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
197,number-of-great-partitions,"from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    MOD = 10**9 + 7
    total_sum = sum(nums)
    
    if total_sum < 2 * k:
        return 0
    
    # Use a rolling array to reduce space complexity
    dp = [0] * (total_sum + 1)
    dp[0] = 1
    
    for num in nums:
        for j in range(total_sum, num - 1, -1):
            dp[j] = (dp[j] + dp[j - num]) % MOD
    
    result = 0
    for i in range(k, total_sum - k + 1):
        result = (result + dp[i]) % MOD
    
    return result",17,False,32,45,,"**Tests that the code passed:**

assert countPartitions([1,2,3,4], 4) == 6
assert countPartitions([3,3,3], 4) == 0
assert countPartitions([6,6], 2) == 2

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
198,cycle-length-queries-in-a-tree,"
from typing import List

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def find_path_to_root(node):
        path = []
        while node > 0:
            path.append(node)
            node //= 2
        return path

    def find_cycle_length(a, b):
        path_a = find_path_to_root(a)
        path_b = find_path_to_root(b)
        i, j = len(path_a) - 1, len(path_b) - 1
        
        while i >= 0 and j >= 0 and path_a[i] == path_b[j]:
            i -= 1
            j -= 1
        
        return (i + 1) + (j + 1) + 1

    result = []
    for a, b in queries:
        result.append(find_cycle_length(a, b))
    
    return result
",17,True,27,27,946 ms,"**Tests that the code passed:**

assert cycleLengthQueries(3, [[5,3],[4,7],[2,3]]) == [4,5,3]
assert cycleLengthQueries(2, [[1,2]]) == [2]

**Tests that the code failed:**

No tests failed.
","(True, True)",0
199,cycle-length-queries-in-a-tree,"from typing import List

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def find_path_to_root(node, cache):
        if node in cache:
            return cache[node]
        path = []
        current = node
        while current > 0:
            path.append(current)
            current //= 2
        cache[node] = path
        return path

    def find_cycle_length(a, b, cache):
        path_a = find_path_to_root(a, cache)
        path_b = find_path_to_root(b, cache)
        i, j = len(path_a) - 1, len(path_b) - 1
        
        while i >= 0 and j >= 0 and path_a[i] == path_b[j]:
            i -= 1
            j -= 1
        
        return (i + 1) + (j + 1) + 1

    result = []
    cache = {}
    for a, b in queries:
        result.append(find_cycle_length(a, b, cache))
    
    return result",17,True,27,27,1203 ms,"**Tests that the code passed:**

assert cycleLengthQueries(3, [[5,3],[4,7],[2,3]]) == [4,5,3]
assert cycleLengthQueries(2, [[1,2]]) == [2]

**Tests that the code failed:**

No tests failed.
","(True, True)",1
